image_path,labels
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2447.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2448.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2449.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers245.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'head', 'head', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2450.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2451.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2452.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2453.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2454.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2455.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2456.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'helmet', 'helmet', 'helmet', 'helmet', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2457.png,"['helmet', 'helmet', 'head', 'head', 'head', 'helmet', 'helmet', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2458.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2459.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers246.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2460.png,"['helmet', 'helmet', 'helmet', 'head', 'head', 'head', 'head', 'head', 'helmet', 'helmet', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2461.png,"['head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2462.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2463.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2464.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2465.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2466.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2467.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2468.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2469.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers247.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2470.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2471.png,"['helmet', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2472.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2473.png,"['helmet', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'helmet', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2474.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2475.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2476.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2477.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2478.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2479.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers248.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2480.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2481.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2482.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2483.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2484.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2485.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2486.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2487.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'head', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2488.png,"['helmet', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'helmet', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2489.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers249.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2490.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2491.png,"['helmet', 'helmet', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2492.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2493.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2494.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2495.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2496.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'head', 'head', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2497.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2498.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2499.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers25.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers250.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2500.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2501.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2502.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2503.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2504.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2505.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2506.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2507.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2508.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2509.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers251.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2510.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2511.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2512.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2513.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2514.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2515.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2516.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2517.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'head', 'head', 'person', 'person', 'person', 'head', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'helmet', 'helmet', 'person', 'person', 'person', 'person', 'person', 'person']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2518.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2519.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers252.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2520.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2521.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2522.png,"['helmet', 'person']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2523.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2524.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2525.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2526.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2527.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2528.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2529.png,"['head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers253.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2530.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2531.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2532.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2533.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2534.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2535.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2536.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2537.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2538.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2539.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers254.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2540.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2541.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2542.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2543.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2544.png,"['helmet', 'person', 'helmet', 'person', 'person', 'person', 'helmet', 'person']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2545.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2546.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2547.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2548.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2549.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers255.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2550.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2551.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2552.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2553.png,"['helmet', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2554.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2555.png,"['helmet', 'person', 'helmet', 'person']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2556.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2557.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2558.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2559.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers256.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2560.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2561.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2562.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2563.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2564.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2565.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2566.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2567.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2568.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2569.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers257.png,"['head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2570.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2571.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2572.png,"['helmet', 'helmet', 'helmet', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2573.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2574.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2575.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2576.png,"['head', 'head', 'head', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2577.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2578.png,['helmet']
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2579.png,"['helmet', 'head', 'helmet', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers258.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2580.png,"['helmet', 'helmet', 'head', 'head', 'helmet', 'helmet', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2581.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2582.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2583.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2584.png,"['helmet', 'head', 'head', 'head', 'head', 'head']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2585.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2586.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2587.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2588.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2589.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers259.png,"['helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2590.png,"['helmet', 'helmet', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'head', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2591.png,"['helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2592.png,"['helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2593.png,"['helmet', 'helmet', 'helmet', 'helmet', 'helmet', 'helmet']"
C:/Users/home/Desktop/Sheet\images\hard_hat_workers2594.png,"['helmet', 'helmet', 'person', 'helmet']"
